Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
66,EMEA,Healthcare,Enterprise,,,,,,,,"$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$31,656","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822","$34,822"
67,North America,Healthcare,SMB,,,,,,,,"$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$99,805","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786","$109,786"
68,APAC,Travel,Middle Market,,,,,,,,"$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$47,225","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$51,948","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142","$57,142"
69,EMEA,Healthcare,Middle Market,,,,,,,,,"$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$743,355","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033","$1,115,033"
70,APAC,Travel,Enterprise,,,,,,,,,"$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$688,280","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420","$1,032,420"
71,North America,Healthcare,Enterprise,,,,,,,,,"$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$874,447","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671","$1,311,671"
72,North America,Travel,SMB,,,,,,,,,"$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$669,910","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865","$1,004,865"
73,North America,Financial Services,SMB,,,,,,,,,"$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$709,924","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886","$1,064,886"
74,APAC,Travel,SMB,,,,,,,,,"$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$784,311","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467","$1,176,467"
75,EMEA,Travel,SMB,,,,,,,,,"$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$538,866","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299","$808,299"
76,EMEA,Healthcare,Enterprise,,,,,,,,,"$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$805,490","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235","$1,208,235"
77,APAC,Travel,SMB,,,,,,,,,"$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$104,521","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782","$156,782"
78,APAC,Healthcare,Enterprise,,,,,,,,,"$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$228,191","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287","$342,287"
79,EMEA,Financial Services,Middle Market,,,,,,,,,"$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$475,743","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615","$713,615"
80,North America,Travel,SMB,,,,,,,,,"$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$353,808","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666","$247,666"
81,EMEA,Healthcare,Enterprise,,,,,,,,,"$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$539,476","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633","$377,633"
82,APAC,Financial Services,Enterprise,,,,,,,,,"$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$104,651","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256","$73,256"
83,North America,Financial Services,SMB,,,,,,,,,"$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$747,552","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286","$523,286"
84,North America,Travel,Enterprise,,,,,,,,,"$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$603,312","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318","$422,318"
85,EMEA,Healthcare,SMB,,,,,,,,,"$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$463,205","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244","$324,244"
86,North America,Financial Services,Enterprise,,,,,,,,,"$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$156,364","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455","$109,455"
87,North America,Travel,Enterprise,,,,,,,,,"$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251","$596,251",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
88,APAC,Financial Services,SMB,,,,,,,,,"$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553","$609,553",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
89,APAC,Financial Services,Middle Market,,,,,,,,,"$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358","$998,358",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
90,APAC,Healthcare,Enterprise,,,,,,,,,"$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717","$778,717",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
91,APAC,Travel,Enterprise,,,,,,,,,"$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139","$863,139",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
92,APAC,Financial Services,Enterprise,,,,,,,,,"$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776","$373,776",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
93,APAC,Healthcare,Enterprise,,,,,,,,,,"$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460","$183,460"
94,APAC,Travel,Enterprise,,,,,,,,,,"$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335","$199,335"
95,North America,Travel,SMB,,,,,,,,,,"$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052","$243,052"
96,APAC,Travel,Enterprise,,,,,,,,,,"$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008","$670,008"
97,North America,Financial Services,Enterprise,,,,,,,,,,"$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884","$140,884"
98,APAC,Healthcare,SMB,,,,,,,,,,"$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192","$192,192"
99,APAC,Healthcare,Middle Market,,,,,,,,,,"$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383","$808,383"
100,APAC,Financial Services,SMB,,,,,,,,,,"$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210","$430,210"
101,APAC,Financial Services,Enterprise,,,,,,,,,,"$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884","$856,884"
102,EMEA,Healthcare,SMB,,,,,,,,,,"$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663","$697,663"
103,EMEA,Healthcare,SMB,,,,,,,,,,"$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424","$410,424"
104,APAC,Financial Services,Enterprise,,,,,,,,,,"$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585","$966,585"
105,EMEA,Healthcare,Middle Market,,,,,,,,,,"$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328","$968,328"
106,APAC,Healthcare,Middle Market,,,,,,,,,,"$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972","$814,972"
107,North America,Travel,SMB,,,,,,,,,,"$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744","$868,744"
108,APAC,Financial Services,Middle Market,,,,,,,,,,"$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139","$308,139"
109,APAC,Travel,Enterprise,,,,,,,,,,"$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526","$915,526"
110,EMEA,Travel,Middle Market,,,,,,,,,,"$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914","$121,914"
111,APAC,Financial Services,Enterprise,,,,,,,,,,"$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182","$323,182"
112,North America,Healthcare,SMB,,,,,,,,,,"$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055","$545,055"
